title,NER,ingredients
Baked Ham Slice-Sauterne,"[""white dinner wine"", ""brown sugar"", ""water"", ""ham"", ""raisins"", ""cornstarch"", ""margarine""]","[""2 lb. sliced ham (left from baked ham)"", ""1/2 c. firmly packed brown sugar"", ""3 Tbsp. cornstarch"", ""1 1/2 c. water"", ""1 Tbsp. margarine"", ""1/2 c. raisins"", ""1/2 c. white dinner wine""]"
Mixed-Up Hamburger,"[""cream of chicken soup"", ""tater"", ""cream of mushroom soup"", ""water"", ""onions"", ""grated cheese"", ""ground beef""]","[""1 lb. ground beef"", ""1/2 c. water"", ""1/2 c. chopped onions"", ""1 pkg. Tater Tots"", ""1 can cream of mushroom soup"", ""1 can cream of chicken soup"", ""1/2 c. grated cheese""]"
Cracker Jacks,"[""sugar"", ""soda"", ""water"", ""dark syrup"", ""butter"", ""salt""]","[""3 Tbsp. dark syrup"", ""1 Tbsp. butter"", ""1/2 c. sugar"", ""1/3 c. water"", ""1/2 tsp. salt"", ""1/4 tsp. soda""]"
Poor Man'S Stroganoff,"[""cream of chicken soup"", ""sour cream"", ""pepper"", ""onion"", ""mushrooms"", ""flour"", ""clove garlic"", ""parsley"", ""ground beef"", ""butter"", ""salt""]","[""1/2 c. minced onion"", ""1 clove garlic"", ""1/2 c. butter"", ""1 lb. ground beef"", ""2 Tbsp. flour"", ""1 tsp. salt"", ""1/2 tsp. pepper"", ""1 (3 oz.) can sliced mushrooms"", ""1 (10 1/2 oz.) can cream of chicken soup (do not dilute)"", ""1 c. sour cream"", ""2 Tbsp. minced parsley""]"
Wendy'S Cheesy Potatoes,"[""potatoes"", ""cream of chicken soup"", ""cheese"", ""milk""]","[""4 medium size potatoes"", ""1 can cream of chicken soup (10 3/4 oz.)"", ""1 soup can milk"", ""4 or 5 slices cheese""]"
Special Mashed Potatoes,"[""potatoes"", ""eggs"", ""onion"", ""cream cheese"", ""flour""]","[""mashed potatoes"", ""8 oz. cream cheese"", ""2 eggs"", ""2 Tbsp. flour"", ""1 small minced onion"", ""1 can French fried onion rings""]"
Pasta With Artichokes,"[""fresh fettuccine"", ""heavy cream"", ""frozen artichoke"", ""parmesan cheese"", ""onion"", ""lemon"", ""white wine"", ""cashews"", ""garlic"", ""butter"", ""salt""]","[""1 pkg. frozen artichoke hearts or 12 tiny fresh artichokes"", ""1 onion"", ""chopped"", ""3 Tbsp. butter"", ""2 cloves garlic"", ""finely chopped"", ""1/2 c. white wine"", ""salt and pepper to taste"", ""juice of 1/2 lemon"", ""1 c. heavy cream"", ""8 oz. fresh fettuccine (white"", ""green or mixed)"", ""1/3 c. toasted cashews"", ""pine nuts or almonds"", ""chopped"", ""1/2 c. grated fresh Parmesan cheese""]"
Chicory(Cooked Greens)  ,"[""sugar"", ""pepper"", ""water"", ""chicory"", ""couple"", ""italian bread"", ""garlic""]","[""1 head chicory"", ""2 c. water"", ""pinch of sugar"", ""a little pepper"", ""couple Tbsp. of tomato sauce"", ""2 large cloves garlic"", ""toasted French or Italian bread""]"
Sauerkraut And Noodle Dough,"[""eggs"", ""water"", ""flour"", ""sausage"", ""sauerkraut"", ""salt""]","[""1 lb. spicy sausage (bulk)"", ""1 qt. sauerkraut"", ""3 c. water"", ""3 eggs"", ""3 c. flour"", ""1/2 c. water or milk"", ""pinch of salt""]"
Basic Crepes,"[""sugar"", ""eggs"", ""all-purpose"", ""water"", ""milk"", ""butter"", ""salt""]","[""2 eggs"", ""1/2 c. all-purpose flour"", ""1/4 c. milk"", ""1/4 c. water"", ""1 Tbsp. butter or margarine"", ""melted"", ""1 tsp. sugar"", ""1/4 tsp. salt""]"
Broccoli-Cheese Potato Soup,"[""potatoes"", ""velveeta cheese"", ""salt"", ""pepper"", ""broccoli"", ""onions"", ""garlic"", ""ro-tel tomatoes""]","[""6 to 8 potatoes"", ""3 onions"", ""1 can Ro-Tel tomatoes and green chilies"", ""2 lb. Velveeta cheese"", ""10 oz. box chopped broccoli"", ""salt"", ""pepper"", ""garlic salt""]"
Parmesan Cheese Potatoes,"[""potatoes"", ""parmesan cheese"", ""flour"", ""margarine"", ""salt""]","[""8 medium potatoes"", ""quartered"", ""1 stick margarine"", ""1/2 c. Parmesan cheese"", ""1 c. flour"", ""salt and pepper""]"
Croque Monsieur,"[""bread"", ""swiss cheese"", ""egg whites"", ""cooking spray"", ""deli"", ""milk"", ""honey""]","[""4 slices french bread (1 1/2 oz)"", ""4 tsp honey mustard"", ""6 oz reduced-fat deli ham"", ""thinly sliced"", ""4 (1 oz) slices reduced-fat swiss cheese"", ""1/2 cup fat-free milk"", ""3 large egg whites"", ""cooking spray""]"
Sunday Morning Brunch,"[""eggs"", ""cheddar cheese"", ""cream of mushroom soup"", ""mushrooms"", ""mustard"", ""milk"", ""sausage"", ""salt""]","[""1 doz. eggs"", ""1 lb. sausage"", ""cooked and drained"", ""2 c. sharp Cheddar cheese"", ""1 small can mushrooms"", ""1 2/3 c. milk"", ""1 tsp. salt"", ""1 tsp. mustard"", ""1 can cream of mushroom soup""]"
Mock Lobster,"[""haddock"", ""sugar"", ""pepper"", ""salt""]","[""skinless haddock or cod"", ""1 cup sugar"", ""salt"", ""dash of pepper & paprika""]"
Consomme Rice,"[""rice"", ""mushrooms"", ""butter"", ""campbell's beef""]","[""4 Tbsp. butter"", ""1 c. rice"", ""2 cans Campbell's beef consomme"", ""1 can B & B mushrooms""]"
Cheese-Macaroni Salad,"[""peas"", ""macaroni"", ""celery"", ""cheese"", ""carrots"", ""mayonnaise"", ""green pepper"", ""salt""]","[""2 c. cooked seasoned macaroni"", ""1 c. diced celery"", ""1 c. cooked peas"", ""1/2 c. shredded uncooked carrots"", ""1 green pepper"", ""shredded"", ""salt and pepper"", ""mayonnaise"", ""cheese balls or stuffed olives""]"
Beef Goulash(Microwave)  ,"[""sour cream"", ""tomatoes"", ""onion"", ""freshly ground pepper"", ""stew beef"", ""salt""]","[""2 lb. stew beef"", ""cut in 1-inch cubes"", ""3 or 4 tomatoes"", ""1 onion"", ""coarsely chopped"", ""1 tsp. salt"", ""1/2 tsp. freshly ground pepper"", ""1 c. dairy sour cream""]"
Company French Toast,"[""bread"", ""vanilla"", ""brown sugar"", ""cinnamon"", ""eggs"", ""raisins"", ""milk"", ""butter""]","[""2 sticks butter"", ""melted"", ""1 c. brown sugar"", ""1 loaf \Texas Toast\ bread"", ""cinnamon"", ""raisins (optional)"", ""7 eggs"", ""1 tsp. vanilla"", ""2 3/4 c. milk""]"
French Eggs,"[""bread"", ""bacon"", ""eggs"", ""cheddar cheese"", ""swiss cheese"", ""milk"", ""salt""]","[""12 slices bread (no crust)"", ""1/2 lb. sharp Cheddar cheese"", ""grated"", ""1/2 lb. Swiss cheese"", ""grated"", ""1 lb. bacon"", ""fried and crumbled"", ""6 eggs"", ""3 c. milk"", ""1/2 tsp. salt""]"
Williamsburg Chicken,"[""lemon juice"", ""water chestnuts"", ""eggs"", ""onion"", ""celery"", ""mushroom"", ""mayonnaise"", ""potato chips"", ""chicken""]","[""4 c. chopped chicken"", ""2 c. finely chopped celery"", ""4 hard-boiled eggs"", ""3/4 c. mayonnaise"", ""1 c. water chestnuts"", ""2 cans mushroom or chicken soup"", ""4 to 6 Tbsp. minced onion"", ""2 Tbsp. lemon juice"", ""potato chips""]"
Green Beans And New Potatoes,"[""potatoes"", ""sugar"", ""onion"", ""fresh green beans"", ""water"", ""salt pork"", ""salt""]","[""1/4 lb. salt pork"", ""6 c. water"", ""2 lb. fresh green beans"", ""strung and snapped"", ""1 onion"", ""chopped"", ""1 tsp. salt"", ""12 small new potatoes"", ""washed and scrubbed"", ""2 Tbsp. sugar""]"
Green Beans And Ground Beef,"[""soy sauce"", ""onion"", ""fat"", ""clove garlic"", ""green beans"", ""cornstarch"", ""rice"", ""ground beef""]","[""1 medium onion"", ""chopped"", ""1 small clove garlic"", ""minced"", ""1 Tbsp. fat"", ""3/4 lb. ground beef"", ""3 Tbsp. soy sauce"", ""1 lb. green beans or 1 qt. can"", ""2 1/2 Tbsp. cornstarch"", ""hot cooked rice""]"
Thyme-Lime Chicken,"[""pepper"", ""chicken thighs"", ""thyme"", ""lime juice"", ""lime peel"", ""chicken"", ""garlic"", ""butter"", ""olive oil"", ""salt""]","[""2 Tbsp. butter or margarine"", ""2 Tbsp. olive oil"", ""2 Tbsp. fresh lime juice"", ""1 Tbsp. minced fresh thyme or 1 tsp. dried thyme"", ""1 tsp. grated lime peel"", ""1 garlic clove"", ""minced"", ""1/2 tsp. salt"", ""1/4 tsp. pepper"", ""4 chicken breast halves"", ""4 chicken thighs""]"
Cheesy Macaroni Bake,"[""plain wheat germ"", ""ground red pepper"", ""yellow mustard"", ""mozzarella cheese"", ""elbow macaroni"", ""bacon bits"", ""milk"", ""cheddar-flavor cheese"", ""salt""]","[""4 1/2 oz. reduced-fat sharp Cheddar-flavor cheese"", ""4 1/2 oz. part skim Mozzarella cheese"", ""4 1/2 oz. elbow macaroni"", ""2 c. fresh or thawed"", ""frozen broccoli florets"", ""2 Tbsp. plain wheat germ"", ""1 Tbsp. imitation bacon bits"", ""1 Tbsp. yellow mustard"", ""1/2 tsp. salt"", ""pinch of ground red pepper"", ""1 c. evaporated skimmed milk""]"
Macaroni Pizza,"[""egg"", ""macaroni"", ""onion"", ""tomato soup"", ""milk"", ""ground beef"", ""salt""]","[""1 lb. ground beef"", ""1 medium chopped onion"", ""2 cans tomato soup"", ""undiluted"", ""1 1/2 c. macaroni"", ""1 c. milk"", ""1 beaten egg"", ""salt and pepper to taste""]"
Piggy Wraps,"[""sausages"", ""crescent dinner""]","[""2 cans crescent dinner rolls or 1 can Pillsbury cornbread twists"", ""48 little link smoked sausages""]"
Alexandra'S Favorite Drumsticks,"[""pepper"", ""flour"", ""margarine"", ""paprika"", ""chicken"", ""salt""]","[""1/2 c. flour"", ""1 tsp. salt"", ""1/2 tsp. paprika"", ""1/4 tsp. pepper"", ""6 chicken drumsticks"", ""1/4 c. margarine or butter"", ""melted and cooled""]"
Zucchini And Cheese Bake,"[""zucchini"", ""tomatoes"", ""mozzarella cheese"", ""onions"", ""olive oil"", ""garlic"", ""green pepper""]","[""4 medium zucchini"", ""sliced very thin"", ""2 large tomatoes"", ""chopped up"", ""2 onions"", ""sliced and chopped"", ""1 green pepper"", ""cut into small pieces"", ""2 cloves garlic"", ""chopped up"", ""2 c. Mozzarella cheese"", ""olive oil""]"
Copper Carrots Glaze,"[""oil"", ""vinegar"", ""sugar"", ""pepper"", ""onion"", ""tomato soup"", ""carrots"", ""mustard"", ""green pepper"", ""salt""]","[""1 can carrots"", ""drained"", ""3/4 c. vinegar"", ""1 small tomato soup"", ""green pepper"", ""salt"", ""1 c. sugar"", ""1 tsp. mustard"", ""1 Tbsp. oil"", ""onion"", ""chopped"", ""pepper""]"
Tasty Grilled Potatoes,"[""miracle"", ""onion"", ""paprika"", ""garlic"", ""baking potatoes"", ""salt""]","[""1/2 c. Miracle Whip salad dressing"", ""3 garlic cloves"", ""minced"", ""1/2 tsp. paprika"", ""1/4 tsp. each salt and pepper"", ""3 baking potatoes"", ""cut into 1/4-inch slices"", ""1 large onion"", ""sliced""]"
Donald'S Honey Chicken,"[""honey"", ""chicken""]","[""1 chicken"", ""cut"", ""1 jar honey"", ""1 tsp. Tony's Creole seasoning"", ""1 tsp. MSG (Accent)""]"
Good Vegetable Salad,"[""vinegar"", ""sugar"", ""bell pepper"", ""salad oil"", ""onion"", ""water"", ""celery"", ""english peas"", ""green beans"", ""pimentos"", ""paprika"", ""salt""]","[""1 Tbsp. salt"", ""1/4 c. salad oil"", ""3/4 c. sugar"", ""1 Tbsp. water"", ""1/2 c. vinegar"", ""sprinkle of paprika"", ""2 c. or 16 oz. can cut green beans"", ""drained"", ""2 c. or 16 oz. can English peas"", ""drained"", ""1 stalk diced celery"", ""1 medium onion"", ""diced"", ""1 bell pepper"", ""diced"", ""1 small can diced pimentos""]"
Chicken Relleno(Stuffed Chicken)  ,"[""ground pork"", ""sweet sour"", ""soy sauce"", ""eggs"", ""raisins"", ""chorizos de bilbao"", ""regular onion"", ""sausage"", ""salt""]","[""5 lb. broiler"", ""deboned"", ""2 lb. chorizos de bilbao"", ""2 lb. ground pork"", ""12 oz. sweet sour"", ""1 box raisins (small)"", ""1 can Vienna sausage"", ""3 eggs"", ""beaten"", ""2 eggs"", ""boiled"", ""2 Tbsp. soy sauce"", ""1 regular onion"", ""chopped"", ""salt and pepper to taste""]"
Norma'S Breakfast Casserole,"[""green chiles"", ""grated monterey"", ""pepper"", ""eggs"", ""cheddar"", ""garlic"", ""salt""]","[""8 eggs"", ""beaten"", ""1 1/4 c. grated medium Cheddar"", ""1 1/4 c. grated sharp Cheddar"", ""2 1/2 c. grated Monterey Jack"", ""2 cans whole green chiles"", ""split and seeded"", ""salt"", ""pepper"", ""garlic powder""]"
Squirrel With Rice,"[""pepper"", ""squirrels"", ""onion"", ""water"", ""catsup"", ""salt pork"", ""rice"", ""salt""]","[""1-inch sq. salt pork"", ""2 squirrels"", ""cut-up"", ""2 qt. water"", ""1 c. rice"", ""1/4 c. catsup"", ""1/2 onion"", ""sliced"", ""1/8 tsp. salt"", ""1/8 tsp. pepper""]"
Chicken Fillet Casserole,"[""oil"", ""eggs"", ""mushrooms"", ""water"", ""bread crumbs"", ""muenster"", ""chicken bouillon cubes"", ""chicken""]","[""2 lb. chicken fillets or more"", ""2 eggs"", ""1 c. water"", ""2 chicken bouillon cubes"", ""oil for frying"", ""2 cans drained mushrooms (reserve liquid)"", ""flavored bread crumbs"", ""Muenster cheese (enough to cover chicken)""]"
Chicken Paprikas,"[""sour cream"", ""sweet paprika"", ""cornstarch"", ""onions"", ""chicken"", ""butter"", ""chicken stock"", ""salt""]","[""2 to 3 lb. chicken parts"", ""skin removed"", ""2 c. onions"", ""coarsely chopped"", ""2 Tbsp. butter"", ""3 Tbsp. Hungarian sweet paprika"", ""2 c. chicken stock"", ""2 Tbsp. cornstarch"", ""1 c. sour cream (cultured)"", ""salt and pepper to taste""]"
Spinach Madeline,"[""frozen"", ""black pepper"", ""vegetable liquid"", ""pepper"", ""onion"", ""flour"", ""jalapeno cheese"", ""butter"", ""salt""]","[""3 pkg. frozen"", ""chopped spinach"", ""6 Tbsp. butter or oleo"", ""3 Tbsp. flour"", ""3 Tbsp. onion"", ""chopped"", ""3/4 c. half and half"", ""3/4 c. vegetable liquid"", ""3/4 tsp. black pepper"", ""1/2 tsp. salt"", ""9 oz. jalapeno cheese"", ""pepper to taste (red)""]"
Chicken N' Rice,"[""unwashed rice"", ""onion soup"", ""chicken pieces"", ""mushrooms"", ""mushroom soup"", ""water"", ""green pepper""]","[""1 c. unwashed rice"", ""2 lb. chicken pieces"", ""1 small can mushrooms"", ""1 can mushroom soup"", ""1 pkg. Lipton onion soup"", ""1 green pepper"", ""chopped"", ""2 c. water (use juice of mushrooms)""]"
Rum Duff,"[""sugar"", ""heavy cream"", ""broken gingersnaps"", ""rum"", ""canned applesauce"", ""orange rind""]","[""2 c. canned applesauce"", ""1/4 c. sugar"", ""3 Tbsp. rum or 1 tsp. rum extract"", ""1 Tbsp. grated orange rind"", ""2 c. broken gingersnaps"", ""1/2 c. heavy cream"", ""whipped""]"
Italian Style Bean Salad,"[""oregano"", ""sugar"", ""wine vinegar"", ""bell pepper"", ""salt"", ""pepper"", ""purple onion"", ""red pepper"", ""light vegetable oil"", ""basil"", ""apple vinegar"", ""green beans"", ""chick peas"", ""pinto beans"", ""garlic"", ""great northern beans"", ""olive oil"", ""pimento""]","[""1 can whole green beans"", ""1 can chick peas"", ""1 can Great Northern beans"", ""1 can pinto beans"", ""1 small diced purple onion"", ""1/2 diced bell pepper"", ""1/2 diced red pepper"", ""1 small jar diced pimento"", ""salt to taste"", ""pepper to taste"", ""garlic powder to taste"", ""pinch of basil"", ""pinch of oregano"", ""3/4 c. apple vinegar"", ""1/2 c. sugar"", ""1 c. light vegetable oil"", ""wine vinegar"", ""2 Tbsp. olive oil""]"
Cajun Hush Puppies,"[""buttermilk"", ""oleo"", ""egg"", ""baking powder"", ""sugar"", ""bell pepper"", ""yellow cornmeal"", ""soda"", ""onion"", ""peppers"", ""water"", ""flour"", ""creole seasoning"", ""salt""]","[""2 c. yellow cornmeal"", ""1 c. plus 3 Tbsp. flour"", ""1 1/2 tsp. sugar"", ""1 tsp. salt"", ""2 tsp. baking powder"", ""1/2 tsp. soda"", ""1 tsp. creole seasoning"", ""1/2 c. buttermilk"", ""2/3 c. water"", ""1/2 c. melted oleo"", ""1 egg"", ""well beaten"", ""1 c. onion"", ""grated"", ""1 medium bell pepper"", ""chopped"", ""2 jalapeno peppers"", ""seeded and chopped fine""]"
Pinto Beans(German Style)  ,"[""brown sugar"", ""molasses"", ""horseradish"", ""onion"", ""catsup"", ""pinto beans"", ""dry mustard""]","[""1 pkg. dry pinto beans"", ""3 Tbsp. molasses (pancake syrup)"", ""1/2 c. catsup"", ""1/2 tsp. dry mustard"", ""2 Tbsp. brown sugar"", ""2 Tbsp. horseradish (prepared)"", ""1 small onion"", ""finely chopped""]"
Graham Cracker Shells,"[""graham crackers"", ""sugar"", ""butter""]","[""6 double graham crackers"", ""1/4 c. melted butter"", ""1/4 c. sugar""]"
Pork Chop And Rice Casserole (Or Chicken),"[""tomatoes"", ""onion"", ""celery"", ""flour"", ""pork chops"", ""rice"", ""green pepper"", ""salt""]","[""4 pork chops (3/4-inch thick) or 6 pieces chicken"", ""enough flour to dredge"", ""1 chopped green pepper"", ""1/2 c. chopped celery"", ""2 cans tomatoes"", ""1 c. uncooked rice"", ""1 c. onion"", ""chopped"", ""salt and pepper""]"
Cider Stew,"[""oil"", ""apple"", ""vinegar"", ""pepper"", ""water"", ""celery"", ""flour"", ""thyme"", ""apple juice"", ""carrots"", ""onions"", ""salt""]","[""1 to 2 1/2 lb. chuck pot roast (2-inch thick)"", ""3 Tbsp. flour"", ""2 tsp. salt"", ""1/4 tsp. pepper"", ""1/4 tsp. dried thyme"", ""3 Tbsp. oil"", ""2 c. apple juice or cider"", ""1/2 c. water"", ""2 Tbsp. vinegar"", ""4 carrots"", ""quartered"", ""2 onions"", ""sliced"", ""1 stalk celery"", ""sliced"", ""1 apple"", ""cored and chopped""]"
Oven-Fried Catfish,"[""lemon wedges"", ""hot sauce"", ""lemon juice"", ""vegetable cooking spray"", ""corn flakes"", ""nonfat mayonnaise"", ""creole seasoning"", ""salt""]","[""1 1/2 c. crushed corn flakes"", ""1 1/2 tsp. Creole seasoning"", ""1/4 tsp. salt"", ""1/4 c. nonfat mayonnaise"", ""1 Tbsp. lemon juice"", ""1/2 tsp. hot sauce"", ""8 (4 oz.) farm-raised catfish fillets"", ""vegetable cooking spray"", ""8 lemon wedges""]"
Rice And Chicken Casserole,"[""onion soup"", ""cream of chicken"", ""regular rice"", ""milk"", ""chicken""]","[""1 can cream of chicken or cream of celery soup"", ""1 soup can milk"", ""3/4 c. uncooked regular rice"", ""1 envelope onion soup mix"", ""4 chicken breast halves""]"
Cal'S Delicious Chili,"[""bacon"", ""curry powder"", ""stalks celery"", ""chili powder"", ""onion"", ""red kidney beans"", ""clove garlic"", ""ring portuguese sausage"", ""hamburger"", ""campbell's tomato soup""]","[""1 lb. hamburger"", ""2 stalks celery"", ""sliced"", ""4 pieces bacon"", ""chopped"", ""1/2 ring Portuguese sausage"", ""1 clove garlic"", ""chopped"", ""1 round onion"", ""chopped"", ""1 can red kidney beans"", ""undrained"", ""1 can Campbell's tomato soup"", ""1 Tbsp. chili powder"", ""1 Tbsp. curry powder""]"
Famous Pretzels,"[""sugar"", ""flour"", ""margarine"", ""yeast"", ""milk"", ""salt""]","[""1 packet dry yeast"", ""1 1/2 c. milk or water"", ""1 tsp. sugar"", ""1 tsp. salt"", ""1/4 c. margarine (1/2 stick)"", ""4 c. flour""]"
Mexican Cheese Dish(Great! Xxx)  ,"[""eggs"", ""cheddar cheese"", ""cheese"", ""jalapenos""]","[""10 oz. sharp Cheddar cheese"", ""5 Tbsp. jalapenos"", ""chopped (finely)"", ""8 to 10 oz. Monterey Jack cheese"", ""grated"", ""6 to 7 eggs""]"
Old Fashioned Egg Custard,"[""sugar"", ""vanilla"", ""eggs"", ""flour"", ""margarine"", ""milk""]","[""4 eggs"", ""2 Tbsp. flour"", ""1/2 stick margarine"", ""1 tsp. flavoring (vanilla or any kind you want)"", ""1 1/2 c. sugar"", ""2 c. milk""]"
Mexican Cheese Crackers,"[""crackers"", ""taco seasoning mix"", ""butter"", ""worcestershire sauce"", ""salt""]","[""1 (14 1/2 oz.) box cheese crackers"", ""1/2 c. butter or oleo"", ""melted"", ""1 pkg. taco seasoning mix"", ""1 Tbsp. Worcestershire sauce"", ""1/2 tsp. seasoned salt""]"
Colwell'S Special Squash,"[""velveeta cheese"", ""onion"", ""water"", ""butter"", ""zucchini"", ""salt""]","[""3 medium yellow or zucchini squash"", ""cut in bite-size chunks"", ""1 medium onion"", ""diced"", ""Water to cover"", ""2 Tbsp. butter"", ""4 oz. Velveeta cheese"", ""Salt and pepper""]"
Best Ever Deer And Gravy,"[""oil"", ""pepper"", ""cream of mushroom soup"", ""onion"", ""deer steak"", ""flour"", ""salt""]","[""1 pkg. deer steak or any deer"", ""cut in small pieces to fry"", ""oil"", ""1 can cream of mushroom soup"", ""1 large onion"", ""sliced"", ""salt"", ""pepper"", ""flour""]"
Thanksgiving Salad,"[""apple"", ""orange"", ""raspberry jello"", ""cranberry sauce"", ""pineapple"", ""salt""]","[""1 can cranberry sauce"", ""1 (3 oz.) box raspberry jello"", ""grated rind of one small orange"", ""1 small can crushed pineapple"", ""drained"", ""1 diced apple"", ""pinch of salt""]"
Black Bean Lasagna,"[""black beans"", ""egg"", ""ground cumin"", ""tomatoes"", ""lasagna noodles"", ""chili powder"", ""green"", ""onion"", ""salsa"", ""garlic powder"", ""cheese"", ""ricotta""]","[""15 oz. can black beans"", ""drained and rinsed"", ""28 oz. can crushed tomatoes"", ""undrained"", ""10 lasagna noodles"", ""uncooked"", ""1/2 c. green"", ""red or yellow pepper"", ""chopped"", ""1/2 c. onion"", ""chopped"", ""1/2 c. salsa"", ""1 tsp. chili powder"", ""1/2 tsp. ground cumin"", ""1 egg"", ""1 c. ricotta or cottage cheese"", ""1/2 tsp. garlic powder"", ""8 oz. shredded Mexican cheese""]"
